ec5_uuid,created_at,1_TIme,2_NC,4_ST_Behavior,5_Contact,6_AR,7_3M,8_Notes,10_NY_Behavior,11_Contact,12_AR,13_3M,14_Notes,16_SR_Behavior,17_Contact,18_AR,19_3M,20_Notes,22_TK_Behavior,23_Contact,24_AR,25_3M,26_Notes,28_TN_Behavior,29_Contact,30_AR,31_3M,32_Notes,34_LN_Behavior,35_Contact,36_AR,37_3M,38_Notes,40_MT_Behavior,41_Contact,42_AR,43_3M,44_Notes,46_NR_Behavior,47_Contact,48_AR,49_3M,50_Notes,date_dt,date_str,condition,date,msm,group,Ind1,behaviour,partner,notes,playing,aggression,trial,phase,block_ID,qualifier,4_MS_Behavior,10_ST_Behavior,16_NH_Behavior,22_LN_Behavior,28_NR_Behavior,34_MN_Behavior,40_NY_Behavior,4_MZ_Behavior,8_Occurence,9_Notes,11_SB_Behavior,12_Contact,13_AR,14_3M,15_Occurence,16_Notes,18_GG_Behavior,19_Contact,20_AR,21_3M,22_Occurence,23_Notes,25_TN_Behavior,26_Contact,27_AR,28_3M,29_Occurence,30_Notes,32_SR_Behavior,33_Contact,34_AR,35_3M,36_Occurence,37_Notes,38_MS_Behavior,39_Contact,40_AR,41_3M,42_Occurence,43_Notes,44_LN_Behavior,45_Contact,46_AR,47_3M,48_Occurence,49_Notes,50_NR_Behavior,51_Contact,52_AR,53_3M,54_Occurence,55_Notes
e57570bb-91f8-415e-888b-09fc944e5d86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,08-04-2025,685.0,C_1,GG,PL,TN,,1.0,0.0,3,morn2,morn2_C_1_trial3_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e57570bb-91f8-415e-888b-09fc944e5d86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,08-04-2025,685.0,C_1,TN,PL,GG,,1.0,0.0,3,morn2,morn2_C_1_trial3_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b36b048-7f07-42a4-97a2-30c60c3b1fa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,580.0,C_1,MZ,PL,TN,,1.0,0.0,3,morn1,morn1_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b36b048-7f07-42a4-97a2-30c60c3b1fa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,580.0,C_1,TN,PL,MZ,,1.0,0.0,3,morn1,morn1_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665e9710-6902-4c51-96af-37e42cb60eaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,581.0,C_1,MZ,PL,"TN, GG",,1.0,0.0,3,morn1,morn1_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665e9710-6902-4c51-96af-37e42cb60eaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,581.0,C_1,GG,PL,"TN, MZ",,1.0,0.0,3,morn1,morn1_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665e9710-6902-4c51-96af-37e42cb60eaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,581.0,C_1,TN,PL,"MZ, GG",,1.0,0.0,3,morn1,morn1_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e108a976-40cd-47c4-a283-cf8e30d07095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,584.0,C_1,MZ,PL,TN,,1.0,0.0,3,morn1,morn1_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e108a976-40cd-47c4-a283-cf8e30d07095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,584.0,C_1,TN,PL,MZ,,1.0,0.0,3,morn1,morn1_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb051c6f-da7c-47ae-945a-5144b46cb86b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,849.0,C_1,MZ,PL,TN,,1.0,0.0,3,enrich,enrich_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb051c6f-da7c-47ae-945a-5144b46cb86b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,849.0,C_1,TN,PL,MZ,,1.0,0.0,3,enrich,enrich_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228a5d9-70ab-4e3f-9189-04ad6e6784f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,851.0,C_1,MZ,PL,TN,,1.0,0.0,3,enrich,enrich_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228a5d9-70ab-4e3f-9189-04ad6e6784f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,09-04-2025,851.0,C_1,TN,PL,MZ,,1.0,0.0,3,enrich,enrich_C_1_trial3_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637257d2-fe38-479b-9229-bc1d81e76dd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,21-04-2025,575.0,C_1,MZ,PL,SB,,1.0,0.0,4,morn1,morn1_C_1_trial4_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637257d2-fe38-479b-9229-bc1d81e76dd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,21-04-2025,575.0,C_1,SB,PL,MZ,,1.0,0.0,4,morn1,morn1_C_1_trial4_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847e28c4-31a8-455f-ab16-bb4eeb67f56a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,21-04-2025,601.0,C_1,MZ,PL,"SB, TN",,1.0,0.0,4,morn1,morn1_C_1_trial4_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847e28c4-31a8-455f-ab16-bb4eeb67f56a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,21-04-2025,601.0,C_1,SB,PL,"TN, MZ",,1.0,0.0,4,morn1,morn1_C_1_trial4_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847e28c4-31a8-455f-ab16-bb4eeb67f56a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,21-04-2025,601.0,C_1,TN,PL,"SB, MZ",,1.0,0.0,4,morn1,morn1_C_1_trial4_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6caa008a-bb94-4e1b-868c-32d94d5d32db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,23-03-2025,649.0,C_2,GG,D,,,0.0,1.0,2,morn2,morn2_C_2_trial2_first_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fa3e575-58fb-485b-8709-5e39f0204dc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,23-03-2025,703.0,C_2,GG,PL,MS,,1.0,0.0,2,morn2,morn2_C_2_trial2_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fa3e575-58fb-485b-8709-5e39f0204dc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,23-03-2025,703.0,C_2,MS,PL,GG,,1.0,0.0,2,morn2,morn2_C_2_trial2_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c703e74-ec66-451a-a02e-b0a3bfbfc669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,24-03-2025,682.0,C_2,SB,PL,GG,,1.0,0.0,2,morn2,morn2_C_2_trial2_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c703e74-ec66-451a-a02e-b0a3bfbfc669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,24-03-2025,682.0,C_2,GG,PL,SB,,1.0,0.0,2,morn2,morn2_C_2_trial2_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f948c7bf-92bc-4c15-a085-e508a873a5e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,24-03-2025,684.0,C_2,SB,PL,GG,,1.0,0.0,2,morn2,morn2_C_2_trial2_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f948c7bf-92bc-4c15-a085-e508a873a5e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,24-03-2025,684.0,C_2,GG,PL,,,1.0,0.0,2,morn2,morn2_C_2_trial2_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cd2a7df-7b2f-4011-a33d-f073cb7c9b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,646.0,C_2,MZ,D,,,0.0,1.0,5,morn2,morn2_C_2_trial5_first_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6c34a83-e146-4cc1-8eda-853d884ec624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,648.0,C_2,GG,PL,MS,,1.0,0.0,5,morn2,morn2_C_2_trial5_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6c34a83-e146-4cc1-8eda-853d884ec624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,648.0,C_2,MS,PL,GG,,1.0,0.0,5,morn2,morn2_C_2_trial5_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ded9e5a-b68a-4649-87bc-32a078b57cfb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,700.0,C_2,SB,PL,GG,,1.0,0.0,5,morn2,morn2_C_2_trial5_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ded9e5a-b68a-4649-87bc-32a078b57cfb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,700.0,C_2,GG,PL,SB,,1.0,0.0,5,morn2,morn2_C_2_trial5_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5750a994-1df4-42d6-838b-8c0c108b23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,702.0,C_2,SB,PL,GG,,1.0,0.0,5,morn2,morn2_C_2_trial5_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5750a994-1df4-42d6-838b-8c0c108b23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,702.0,C_2,GG,PL,SB,,1.0,0.0,5,morn2,morn2_C_2_trial5_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad2a02d9-f72c-495f-ab61-b2a76f864ba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,704.0,C_2,SB,PL,GG,,1.0,0.0,5,morn2,morn2_C_2_trial5_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad2a02d9-f72c-495f-ab61-b2a76f864ba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,704.0,C_2,GG,PL,SB,,1.0,0.0,5,morn2,morn2_C_2_trial5_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21260339-37ed-4648-98e0-47e49c6f80f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,880.0,C_2,SB,PL,GG,,1.0,0.0,5,enrich,enrich_C_2_trial5_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21260339-37ed-4648-98e0-47e49c6f80f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,26-04-2025,880.0,C_2,GG,PL,,,1.0,0.0,5,enrich,enrich_C_2_trial5_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152ab73d-fcf6-4eac-bcd7-dfd5b9ce8a01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,576.0,C_2,MZ,D,,,0.0,1.0,5,morn1,morn1_C_2_trial5_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152ab73d-fcf6-4eac-bcd7-dfd5b9ce8a01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,576.0,C_2,MS,D,,,0.0,1.0,5,morn1,morn1_C_2_trial5_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee29a5db-50dc-4f13-aa86-e41d51bf8f2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,578.0,C_2,MZ,D,,,0.0,1.0,5,morn1,morn1_C_2_trial5_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b935c83-d859-439d-9525-d259ea8cd8e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,658.0,C_2,SB,PL,GG,,1.0,0.0,5,morn2,morn2_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b935c83-d859-439d-9525-d259ea8cd8e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,658.0,C_2,GG,PL,SB,,1.0,0.0,5,morn2,morn2_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74f5924f-fc71-4b23-991e-6bf58f3564ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,660.0,C_2,SB,PL,"MS, GG",,1.0,0.0,5,morn2,morn2_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74f5924f-fc71-4b23-991e-6bf58f3564ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,660.0,C_2,GG,PL,"SB, MS",,1.0,0.0,5,morn2,morn2_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74f5924f-fc71-4b23-991e-6bf58f3564ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,660.0,C_2,MS,PL,"SB, GG",,1.0,0.0,5,morn2,morn2_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89014dab-f7cb-45c9-997b-74f6366a5f44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,668.0,C_2,SB,PL,"GG, MS",,1.0,0.0,5,morn2,morn2_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89014dab-f7cb-45c9-997b-74f6366a5f44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,668.0,C_2,GG,PL,"MS, SB",,1.0,0.0,5,morn2,morn2_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89014dab-f7cb-45c9-997b-74f6366a5f44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,668.0,C_2,MS,PL,"SB, GG",,1.0,0.0,5,morn2,morn2_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81f5842f-1d2a-4883-a72c-11b0a9ddcf56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,852.0,C_2,SB,D,,,0.0,1.0,5,enrich,enrich_C_2_trial5_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96b1e94f-8428-428c-9e18-bded75de6d8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,854.0,C_2,MZ,PL,"MS, SB",,1.0,0.0,5,enrich,enrich_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96b1e94f-8428-428c-9e18-bded75de6d8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,854.0,C_2,SB,PL,"MS, MZ",,1.0,0.0,5,enrich,enrich_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96b1e94f-8428-428c-9e18-bded75de6d8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,854.0,C_2,MS,PL,"SB, MZ",,1.0,0.0,5,enrich,enrich_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a7779a4-fcb8-4a3f-ad12-e928c6244186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,856.0,C_2,GG,PL,MS,,1.0,0.0,5,enrich,enrich_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a7779a4-fcb8-4a3f-ad12-e928c6244186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,27-04-2025,856.0,C_2,MS,PL,GG,,1.0,0.0,5,enrich,enrich_C_2_trial5_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01a842f9-610f-4244-a52e-65c315c0aa32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,611.0,C_2,SB,D,,,0.0,1.0,6,morn1,morn1_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01a842f9-610f-4244-a52e-65c315c0aa32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,611.0,C_2,MS,D,,,0.0,1.0,6,morn1,morn1_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa98046b-75c2-48b3-9d6b-073878224025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,614.0,C_2,MZ,D,,,0.0,1.0,6,morn1,morn1_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa98046b-75c2-48b3-9d6b-073878224025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,614.0,C_2,SB,D,,,0.0,1.0,6,morn1,morn1_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa98046b-75c2-48b3-9d6b-073878224025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,614.0,C_2,MS,D,,Banging on neighbors cage,0.0,1.0,6,morn1,morn1_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82c428ac-3aec-4dd8-9e7a-1dd6c99a5220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,616.0,C_2,MZ,D,,,0.0,1.0,6,morn1,morn1_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63b5c45c-ef13-4e13-a5a3-b63efe838599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,617.0,C_2,MZ,D,,,0.0,1.0,6,morn1,morn1_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bced421-6160-4960-81a9-b1d778ff2d0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,679.0,C_2,MZ,D,,,0.0,1.0,6,morn2,morn2_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e886875-96d7-4091-9384-080e747cb3b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,682.0,C_2,SB,D,,,0.0,1.0,6,morn2,morn2_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081ad108-2cfe-4967-8e72-e9c1d600359e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,683.0,C_2,MZ,D,,,0.0,1.0,6,morn2,morn2_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7d1eb65-5285-4967-87cb-e898b8fc0e75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,688.0,C_2,MZ,D,,,0.0,1.0,6,morn2,morn2_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f52455f-4071-4955-8fe3-3d602b869fe0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,705.0,C_2,MZ,D,,,0.0,1.0,6,morn2,morn2_C_2_trial6_first_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c7be75c-fb7b-47a8-aa59-5616c5152381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,05-05-2025,676.0,C_2,SB,PL,"GG, MS",,1.0,0.0,6,morn2,morn2_C_2_trial6_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c7be75c-fb7b-47a8-aa59-5616c5152381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,05-05-2025,676.0,C_2,GG,PL,"SB, MS",,1.0,0.0,6,morn2,morn2_C_2_trial6_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c7be75c-fb7b-47a8-aa59-5616c5152381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,05-05-2025,676.0,C_2,MS,PL,"GG, SB",,1.0,0.0,6,morn2,morn2_C_2_trial6_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9985426-f139-4521-b489-6ea3c5bb5ed7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,05-05-2025,845.0,C_2,MZ,D,,,0.0,1.0,6,enrich,enrich_C_2_trial6_sec_cont,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d775ed85-a7e5-44c5-87f4-aa9678c29a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,03-04-2025,647.0,C_3,MZ,D,,,0.0,1.0,3,morn2,morn2_C_3_trial3_first_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9580308d-59fb-41a3-80c1-995a62e44b74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,03-04-2025,649.0,C_3,SB,A,"LN, GG",Norio was strongly displaying at rushing at gg on and sb,0.0,1.0,3,morn2,morn2_C_3_trial3_first_play,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
