ec5_uuid,created_at,1_TIme,2_NC,4_ST_Behavior,5_Contact,6_AR,7_3M,8_Notes,10_NY_Behavior,11_Contact,12_AR,13_3M,14_Notes,16_SR_Behavior,17_Contact,18_AR,19_3M,20_Notes,22_TK_Behavior,23_Contact,24_AR,25_3M,26_Notes,28_TN_Behavior,29_Contact,30_AR,31_3M,32_Notes,34_LN_Behavior,35_Contact,36_AR,37_3M,38_Notes,40_MT_Behavior,41_Contact,42_AR,43_3M,44_Notes,46_NR_Behavior,47_Contact,48_AR,49_3M,50_Notes,date_dt,date_str,condition,date,msm,group,Ind1,behaviour,partner,notes,playing,aggression,trial,phase,block_ID,qualifier,4_MS_Behavior,10_ST_Behavior,16_NH_Behavior,22_LN_Behavior,28_NR_Behavior,34_MN_Behavior,40_NY_Behavior,4_MZ_Behavior,8_Occurence,9_Notes,11_SB_Behavior,12_Contact,13_AR,14_3M,15_Occurence,16_Notes,18_GG_Behavior,19_Contact,20_AR,21_3M,22_Occurence,23_Notes,25_TN_Behavior,26_Contact,27_AR,28_3M,29_Occurence,30_Notes,32_SR_Behavior,33_Contact,34_AR,35_3M,36_Occurence,37_Notes,38_MS_Behavior,39_Contact,40_AR,41_3M,42_Occurence,43_Notes,44_LN_Behavior,45_Contact,46_AR,47_3M,48_Occurence,49_Notes,50_NR_Behavior,51_Contact,52_AR,53_3M,54_Occurence,55_Notes
3feb256b-2580-4f9f-86f4-abdc1d61cc90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,866.0,A_2,TK,PL,NY,,1.0,0.0,6,enrich,enrich_A_2_trial6_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4caf734-0126-4fb5-8ee7-fa47daa4c4b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,868.0,A_2,NY,PL,TK,,1.0,0.0,6,enrich,enrich_A_2_trial6_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4caf734-0126-4fb5-8ee7-fa47daa4c4b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,868.0,A_2,TK,PL,NY,,1.0,0.0,6,enrich,enrich_A_2_trial6_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619d5cc-83c7-424f-bdd8-f044796cf768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,870.0,A_2,NY,PL,TK,,1.0,0.0,6,enrich,enrich_A_2_trial6_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4619d5cc-83c7-424f-bdd8-f044796cf768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,870.0,A_2,TK,PL,NY,,1.0,0.0,6,enrich,enrich_A_2_trial6_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488c320-9bb6-498b-adaa-8b63d168a5b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,872.0,A_2,NY,PL,TK,,1.0,0.0,6,enrich,enrich_A_2_trial6_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488c320-9bb6-498b-adaa-8b63d168a5b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,04-05-2025,872.0,A_2,TK,PL,NY,,1.0,0.0,6,enrich,enrich_A_2_trial6_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350a689-b209-41f6-9c7f-c8e35cc39969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,05-05-2025,883.0,A_2,ST,PL,NY,,1.0,0.0,6,enrich,enrich_A_2_trial6_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350a689-b209-41f6-9c7f-c8e35cc39969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,05-05-2025,883.0,A_2,NY,PL,ST,,1.0,0.0,6,enrich,enrich_A_2_trial6_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb92c134-4eaa-4c71-af9a-23d304973e04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,05-05-2025,885.0,A_2,ST,PL,NY,,1.0,0.0,6,enrich,enrich_A_2_trial6_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb92c134-4eaa-4c71-af9a-23d304973e04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,05-05-2025,885.0,A_2,NY,PL,ST,,1.0,0.0,6,enrich,enrich_A_2_trial6_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb7a1b4e-b726-4c69-8991-79c7f07ed9ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,824.0,A_UNKNOWN_DATE,SR,PL,TK,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb7a1b4e-b726-4c69-8991-79c7f07ed9ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,824.0,A_UNKNOWN_DATE,TK,PL,SR,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fcb00e7-3436-4980-b578-7bcac1e7a878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,833.0,A_UNKNOWN_DATE,TK,PL,TN,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fcb00e7-3436-4980-b578-7bcac1e7a878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,833.0,A_UNKNOWN_DATE,TN,PL,TK,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4d792fc-6b6d-4551-bc02-608336b7799d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,835.0,A_UNKNOWN_DATE,TK,PL,TN,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4d792fc-6b6d-4551-bc02-608336b7799d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,835.0,A_UNKNOWN_DATE,TN,PL,TK,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63f512ac-8671-45b8-b19f-6db323a5b24d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,837.0,A_UNKNOWN_DATE,TK,PL,TN,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63f512ac-8671-45b8-b19f-6db323a5b24d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,837.0,A_UNKNOWN_DATE,TN,PL,TK,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984717fd-2a1a-423b-b4cb-e8c2fc801a91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,839.0,A_UNKNOWN_DATE,TK,PL,TN,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984717fd-2a1a-423b-b4cb-e8c2fc801a91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,839.0,A_UNKNOWN_DATE,TN,PL,TK,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ea0fdc6-74e4-4170-a6c4-6ee9a00decb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,843.0,A_UNKNOWN_DATE,TK,PL,TN,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ea0fdc6-74e4-4170-a6c4-6ee9a00decb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,843.0,A_UNKNOWN_DATE,TN,PL,TK,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4a5f22d-85d4-4858-a281-511e32433379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,844.0,A_UNKNOWN_DATE,TK,PL,TN,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4a5f22d-85d4-4858-a281-511e32433379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,844.0,A_UNKNOWN_DATE,TN,PL,TK,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e73ad753-01ba-4052-8322-b7f74d6c7279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,866.0,A_UNKNOWN_DATE,TN,D,,,0.0,1.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d39491a-1766-4a17-8fbc-818724952943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,874.0,A_UNKNOWN_DATE,SR,PL,TN,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d39491a-1766-4a17-8fbc-818724952943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,874.0,A_UNKNOWN_DATE,TN,PL,SR,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f70c8d4-a73f-4f7f-b31c-b522ead432f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,877.0,A_UNKNOWN_DATE,SR,PL,TN,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af57c942-7a14-4acf-8eaa-2cadf9c71b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,880.0,A_UNKNOWN_DATE,SR,PL,TN,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af57c942-7a14-4acf-8eaa-2cadf9c71b63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baseline,29-03-2025,880.0,A_UNKNOWN_DATE,TN,PL,SR,,1.0,0.0,1,enrich,enrich_A_UNKNOWN_DATE_trial1_first_base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df013093-da6e-420a-9d5f-633e53c348fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,03-04-2025,609.0,A_3,TK,PL,TN,,1.0,0.0,3,morn1,morn1_A_3_trial3_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df013093-da6e-420a-9d5f-633e53c348fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,03-04-2025,609.0,A_3,TN,PL,TK,,1.0,0.0,3,morn1,morn1_A_3_trial3_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8c3d5bf-037b-4848-af31-560169e851da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,03-04-2025,611.0,A_3,TK,PL,TN,,1.0,0.0,3,morn1,morn1_A_3_trial3_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8c3d5bf-037b-4848-af31-560169e851da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,03-04-2025,611.0,A_3,TN,PL,TK,,1.0,0.0,3,morn1,morn1_A_3_trial3_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599544a3-3dc6-42ce-89bd-b5380485d904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,03-04-2025,613.0,A_3,TK,PL,TN,,1.0,0.0,3,morn1,morn1_A_3_trial3_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599544a3-3dc6-42ce-89bd-b5380485d904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,03-04-2025,613.0,A_3,TN,PL,TK,,1.0,0.0,3,morn1,morn1_A_3_trial3_first_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d56e28f2-a45b-4066-b1fd-1d04275e21f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,04-04-2025,591.0,A_3,SR,PL,TK,,1.0,0.0,3,morn1,morn1_A_3_trial3_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d56e28f2-a45b-4066-b1fd-1d04275e21f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,04-04-2025,591.0,A_3,TK,PL,SR,,1.0,0.0,3,morn1,morn1_A_3_trial3_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7c41847-810a-49b0-b2c3-e2ae647947be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,04-04-2025,679.0,A_3,TK,PL,TN,,1.0,0.0,3,morn2,morn2_A_3_trial3_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7c41847-810a-49b0-b2c3-e2ae647947be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,04-04-2025,679.0,A_3,TN,PL,TK,,1.0,0.0,3,morn2,morn2_A_3_trial3_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91a812c1-1da7-426d-b252-94b330870db0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,16-04-2025,663.0,A_3,TK,PL,TN,,1.0,0.0,4,morn2,morn2_A_3_trial4_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91a812c1-1da7-426d-b252-94b330870db0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,16-04-2025,663.0,A_3,TN,PL,TK,,1.0,0.0,4,morn2,morn2_A_3_trial4_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f67aebed-7af6-4f03-8901-dc0abdab00b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,16-04-2025,665.0,A_3,TK,PL,TN,,1.0,0.0,4,morn2,morn2_A_3_trial4_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f67aebed-7af6-4f03-8901-dc0abdab00b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,16-04-2025,665.0,A_3,TN,PL,TK,,1.0,0.0,4,morn2,morn2_A_3_trial4_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900c6f8-0d37-4681-851d-f7b60699494a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,16-04-2025,673.0,A_3,ST,PL,TK,,1.0,0.0,4,morn2,morn2_A_3_trial4_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900c6f8-0d37-4681-851d-f7b60699494a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,16-04-2025,673.0,A_3,TK,PL,ST,,1.0,0.0,4,morn2,morn2_A_3_trial4_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68b314da-154c-4f78-8548-c152548ffc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,16-04-2025,679.0,A_3,ST,PL,TN,,1.0,0.0,4,morn2,morn2_A_3_trial4_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68b314da-154c-4f78-8548-c152548ffc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,16-04-2025,679.0,A_3,TN,PL,ST,,1.0,0.0,4,morn2,morn2_A_3_trial4_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db16f276-1e26-41ec-87fe-56294eb6a584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,16-04-2025,680.0,A_3,ST,PL,TN,,1.0,0.0,4,morn2,morn2_A_3_trial4_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db16f276-1e26-41ec-87fe-56294eb6a584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,16-04-2025,680.0,A_3,TN,PL,ST,,1.0,0.0,4,morn2,morn2_A_3_trial4_first_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a3589c9-ca66-46e2-92cc-1dcb2bbae112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,599.0,A_3,ST,PL,TN,,1.0,0.0,4,morn1,morn1_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a3589c9-ca66-46e2-92cc-1dcb2bbae112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,599.0,A_3,TN,PL,ST,,1.0,0.0,4,morn1,morn1_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6a2d498-1ede-4aa6-92c1-3f09625cba78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,601.0,A_3,ST,PL,TN,,1.0,0.0,4,morn1,morn1_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6a2d498-1ede-4aa6-92c1-3f09625cba78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,601.0,A_3,TN,PL,ST,,1.0,0.0,4,morn1,morn1_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85c8b1b5-34f4-4456-8ff6-8a10083dcf57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,653.0,A_3,TK,PL,TN,,1.0,0.0,4,morn2,morn2_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85c8b1b5-34f4-4456-8ff6-8a10083dcf57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,653.0,A_3,TN,PL,TK,,1.0,0.0,4,morn2,morn2_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99ccdc6c-f77b-4b7b-b738-5ecdb1f84ac6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,655.0,A_3,TK,PL,TN,,1.0,0.0,4,morn2,morn2_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99ccdc6c-f77b-4b7b-b738-5ecdb1f84ac6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,655.0,A_3,TN,PL,TK,,1.0,0.0,4,morn2,morn2_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce11039b-ce0b-4955-b137-dbb12c8e3e22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,658.0,A_3,TK,PL,TN,,1.0,0.0,4,morn2,morn2_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce11039b-ce0b-4955-b137-dbb12c8e3e22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,658.0,A_3,TN,PL,TK,,1.0,0.0,4,morn2,morn2_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb5730de-912e-4f29-abe6-d43bf80c0e59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,659.0,A_3,TK,PL,TN,,1.0,0.0,4,morn2,morn2_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb5730de-912e-4f29-abe6-d43bf80c0e59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,659.0,A_3,TN,PL,TK,,1.0,0.0,4,morn2,morn2_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db8c3b06-48f5-491c-a88d-9e43b41e5cb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,703.0,A_3,TK,PL,TN,,1.0,0.0,4,morn2,morn2_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db8c3b06-48f5-491c-a88d-9e43b41e5cb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,703.0,A_3,TN,PL,TK,,1.0,0.0,4,morn2,morn2_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203be663-5bf0-4ca4-84e5-424ea83613c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,859.0,A_3,TK,PL,TN,,1.0,0.0,4,enrich,enrich_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203be663-5bf0-4ca4-84e5-424ea83613c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,859.0,A_3,TN,PL,TK,,1.0,0.0,4,enrich,enrich_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b56fc5c-1858-4ea0-b7fb-821477398687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,861.0,A_3,TK,PL,TN,,1.0,0.0,4,enrich,enrich_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b56fc5c-1858-4ea0-b7fb-821477398687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crow,17-04-2025,861.0,A_3,TN,PL,TK,,1.0,0.0,4,enrich,enrich_A_3_trial4_sec_cont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
