ec5_uuid,condition,date,msm,group,trial,phase,block_ID,Ind1,behaviour,qualifier,partner,notes,playing,aggression
e3a360e3-900c-485c-bfff-79027a3003e7,,2025-05-04T01:12:33.000Z,611,B2,,morn1,morn1_B2,MN,D,S,,,0,1
e3a360e3-900c-485c-bfff-79027a3003e7,,2025-05-04T01:12:33.000Z,611,B2,,morn1,morn1_B2,NH,D,S,,,0,1
585dc681-7739-4fc3-82c7-a68e7496891d,,2025-05-04T05:17:29.000Z,856,B2,,enrich,enrich_B2,LN,PL,,NR,,1,0
585dc681-7739-4fc3-82c7-a68e7496891d,,2025-05-04T05:17:29.000Z,856,B2,,enrich,enrich_B2,NR,PL,,LN,,1,0
7b8ab5eb-1b1b-4ff7-b3a0-eef6674d8999,,2025-05-04T05:19:06.000Z,859,B2,,enrich,enrich_B2,LN,PL,,NR,,1,0
7b8ab5eb-1b1b-4ff7-b3a0-eef6674d8999,,2025-05-04T05:19:06.000Z,859,B2,,enrich,enrich_B2,NR,PL,,LN,,1,0
b3f0c857-dfdb-438e-9741-a0ec88087513,,2025-05-04T05:21:06.000Z,860,B2,,enrich,enrich_B2,LN,PL,,NR,,1,0
b3f0c857-dfdb-438e-9741-a0ec88087513,,2025-05-04T05:21:06.000Z,860,B2,,enrich,enrich_B2,NR,PL,,LN,,1,0
5535abe4-1b81-4110-b794-648c87d66f9f,,2025-05-04T05:25:46.000Z,864,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
5535abe4-1b81-4110-b794-648c87d66f9f,,2025-05-04T05:25:46.000Z,864,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
9769d5f1-5b35-4775-a0f9-940939268bfc,,2025-05-04T05:27:14.000Z,867,B2,,enrich,enrich_B2,NH,PL,,NR,,1,0
9769d5f1-5b35-4775-a0f9-940939268bfc,,2025-05-04T05:27:14.000Z,867,B2,,enrich,enrich_B2,NR,PL,,NH,,1,0
f5fdc5a1-1499-4128-a155-cff1d8a18017,,2025-05-19T01:16:52.000Z,616,B2,,morn1,morn1_B2,MN,D,S,,,0,1
84b6eb6b-8259-40cc-a8b7-41ef420b46f9,,2025-05-19T01:18:28.000Z,618,B2,,morn1,morn1_B2,MN,D,S,,,0,1
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,,2025-05-19T01:21:34.000Z,620,B2,,morn1,morn1_B2,MN,D,S,,,0,1
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,,2025-05-19T01:21:34.000Z,620,B2,,morn1,morn1_B2,NH,D,S,,,0,1
d0479311-f0f4-4c78-a8a7-a141ac5cd3bb,,2025-05-20T02:30:33.000Z,690,B2,,morn2,morn2_B2,MN,D,S,,,0,1
a2b04628-495d-4a6d-aa06-afbedb5b9bea,,2025-04-16T00:39:55.000Z,579,B3,,morn1,morn1_B3,MN,D,S,,,0,1
f3e5dfea-8396-4bf4-b44a-8a3d62935e7e,,2025-04-16T00:44:28.000Z,583,B3,,morn1,morn1_B3,NH,D,S,,,0,1
7f3cc488-c2ac-4339-8f94-37c56247900d,,2025-04-16T01:30:03.000Z,629,B3,,morn1,morn1_B3,MN,D,S,,,0,1
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,,2025-04-16T01:53:57.000Z,653,B3,,morn2,morn2_B3,NH,A,G,"MN, NY",,0,1
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,,2025-04-16T01:53:57.000Z,653,B3,,morn2,morn2_B3,MN,A,G,"NH, NY",,0,1
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,,2025-04-16T01:53:57.000Z,653,B3,,morn2,morn2_B3,NY,A,G,"NH, MN",,0,1
96b5bc45-609a-4e46-942d-899748f2e30b,,2025-04-16T01:58:17.000Z,657,B3,,morn2,morn2_B3,MS,D,S,,,0,1
96b5bc45-609a-4e46-942d-899748f2e30b,,2025-04-16T01:58:17.000Z,657,B3,,morn2,morn2_B3,NH,D,S,,,0,1
96b5bc45-609a-4e46-942d-899748f2e30b,,2025-04-16T01:58:17.000Z,657,B3,,morn2,morn2_B3,MN,D,S,,,0,1
96b5bc45-609a-4e46-942d-899748f2e30b,,2025-04-16T01:58:17.000Z,657,B3,,morn2,morn2_B3,NY,D,S,,,0,1
f01b9606-a535-4c4a-834f-f7659f6475b8,,2025-04-17T05:41:41.000Z,881,B3,,enrich,enrich_B3,MS,PL,,NY,,1,0
f01b9606-a535-4c4a-834f-f7659f6475b8,,2025-04-17T05:41:41.000Z,881,B3,,enrich,enrich_B3,NY,PL,,MS,,1,0
58fdb113-e1c0-46b2-9524-83bac0a49ced,,2025-04-17T05:43:03.000Z,882,B3,,enrich,enrich_B3,MS,PL,,NY,,1,0
58fdb113-e1c0-46b2-9524-83bac0a49ced,,2025-04-17T05:43:03.000Z,882,B3,,enrich,enrich_B3,NY,PL,,MS,,1,0
03dcc078-50d5-46be-81f2-e4dc74f0001e,,2025-04-17T05:45:09.000Z,884,B3,,enrich,enrich_B3,MS,PL,,NY,,1,0
03dcc078-50d5-46be-81f2-e4dc74f0001e,,2025-04-17T05:45:09.000Z,884,B3,,enrich,enrich_B3,NY,PL,,MS,,1,0
1633cc6d-7444-45df-bae9-a1296ff55643,,2025-04-30T01:08:58.000Z,608,B3,,morn1,morn1_B3,MN,D,S,,,0,1
7c5f2bdd-596a-40b6-a8c0-50fb1a5ea65d,,2025-04-30T01:20:57.000Z,620,B3,,morn1,morn1_B3,MS,PL,,NY,,1,0
7c5f2bdd-596a-40b6-a8c0-50fb1a5ea65d,,2025-04-30T01:20:57.000Z,620,B3,,morn1,morn1_B3,NY,PL,,MS,,1,0
c4e4ddc5-7b29-4cae-a6b3-f9fdad537e26,,2025-04-30T01:22:15.000Z,622,B3,,morn1,morn1_B3,MS,PL,,NY,,1,0
c4e4ddc5-7b29-4cae-a6b3-f9fdad537e26,,2025-04-30T01:22:15.000Z,622,B3,,morn1,morn1_B3,NY,PL,,MS,,1,0
7d19fe0a-98e5-4f45-bfff-aab5eff828ea,,2025-04-30T01:24:29.000Z,624,B3,,morn1,morn1_B3,MS,PL,,NY,,1,0
7d19fe0a-98e5-4f45-bfff-aab5eff828ea,,2025-04-30T01:24:29.000Z,624,B3,,morn1,morn1_B3,NY,PL,,MS,,1,0
14b4f314-6807-4296-a002-f7864aa0cdb3,,2025-04-30T04:19:44.000Z,798,B3,,enrich,enrich_B3,NY,A,G,MS,,0,1
e49d37a8-6aad-444a-a0d9-ed75f9aaad62,,2025-04-30T04:27:27.000Z,806,B3,,enrich,enrich_B3,MN,A,G,,,0,1
4baaa44a-79e9-4ac4-993d-c49de25958d3,,2025-04-30T04:29:04.000Z,808,B3,,enrich,enrich_B3,MN,A,G,,,0,1
ef6cfab1-3700-4470-82dc-f7b09cada5bf,,2025-05-01T01:12:08.000Z,611,B3,,morn1,morn1_B3,MN,A,G,,,0,1
a194f187-e0dc-4fb7-8f90-089c5f5bbba1,,2025-05-01T01:13:53.000Z,613,B3,,morn1,morn1_B3,NH,D,S,,,0,1
a194f187-e0dc-4fb7-8f90-089c5f5bbba1,,2025-05-01T01:13:53.000Z,613,B3,,morn1,morn1_B3,MN,D,S,,,0,1
77597533-b63b-4103-87b8-57279ab1e9da,,2025-05-01T01:15:44.000Z,615,B3,,morn1,morn1_B3,NH,A,G,,,0,1
77f63139-8051-4f35-b7f8-2a4c6685c15d,,2025-05-01T02:04:04.000Z,663,B3,,morn2,morn2_B3,MS,PL,,NY,,1,0
77f63139-8051-4f35-b7f8-2a4c6685c15d,,2025-05-01T02:04:04.000Z,663,B3,,morn2,morn2_B3,NY,PL,,MS,,1,0
1a21849d-25b2-4991-acbc-5cdb128e8799,,2025-05-01T02:05:35.000Z,665,B3,,morn2,morn2_B3,MS,PL,,NY,,1,0
1a21849d-25b2-4991-acbc-5cdb128e8799,,2025-05-01T02:05:35.000Z,665,B3,,morn2,morn2_B3,NY,PL,,MS,,1,0
47002f4d-a318-43c5-a2a9-282be2496a20,,2025-05-01T02:07:50.000Z,667,B3,,morn2,morn2_B3,MS,PL,,NY,,1,0
47002f4d-a318-43c5-a2a9-282be2496a20,,2025-05-01T02:07:50.000Z,667,B3,,morn2,morn2_B3,NY,PL,,MS,,1,0
116b0769-9c10-4d37-a141-6b15c6eefb8a,,2025-05-01T02:09:23.000Z,669,B3,,morn2,morn2_B3,MS,PL,,NY,,1,0
116b0769-9c10-4d37-a141-6b15c6eefb8a,,2025-05-01T02:09:23.000Z,669,B3,,morn2,morn2_B3,NY,PL,,MS,,1,0
a7d514f9-4d2d-4aca-b9c4-bc869fc0c352,,2025-05-01T02:11:26.000Z,671,B3,,morn2,morn2_B3,MS,PL,,NY,,1,0
a7d514f9-4d2d-4aca-b9c4-bc869fc0c352,,2025-05-01T02:11:26.000Z,671,B3,,morn2,morn2_B3,NY,PL,,MS,,1,0
5cf73e78-6a0f-45e8-9314-796f62e0078b,,2025-05-01T02:13:29.000Z,673,B3,,morn2,morn2_B3,MS,PL,,NY,,1,0
5cf73e78-6a0f-45e8-9314-796f62e0078b,,2025-05-01T02:13:29.000Z,673,B3,,morn2,morn2_B3,NY,PL,,MS,,1,0
16b23895-d4fb-4b5a-b0ad-369f97db1ba7,,2025-05-01T02:15:33.000Z,675,B3,,morn2,morn2_B3,MS,PL,,NY,,1,0
16b23895-d4fb-4b5a-b0ad-369f97db1ba7,,2025-05-01T02:15:33.000Z,675,B3,,morn2,morn2_B3,NY,PL,,MS,,1,0
1ffbee03-6fe3-4bc5-a6f3-2025976c5e65,,2025-05-01T02:17:25.000Z,677,B3,,morn2,morn2_B3,MS,PL,,NY,,1,0
1ffbee03-6fe3-4bc5-a6f3-2025976c5e65,,2025-05-01T02:17:25.000Z,677,B3,,morn2,morn2_B3,NY,PL,,MS,,1,0
1092dc1a-9a09-4cf1-935b-611de6db5403,,2025-05-01T04:35:45.000Z,815,B3,,enrich,enrich_B3,NY,D,S,,,0,1
12a5383b-eacc-477c-895f-b31373242f98,,2025-05-01T04:37:36.000Z,817,B3,,enrich,enrich_B3,MS,PL,,NY,,1,0
12a5383b-eacc-477c-895f-b31373242f98,,2025-05-01T04:37:36.000Z,817,B3,,enrich,enrich_B3,NY,PL,,MS,,1,0
3d03a54d-cec2-4479-8d8e-6bec75deb0eb,,2025-05-15T05:31:56.000Z,871,B3,,enrich,enrich_B3,MS,D,S,,,0,1
3233dd12-2ab1-48e6-856f-84a5b71673da,,2025-03-11T01:14:31.000Z,613,C1,,morn1,morn1_C1,MZ,PL,,TN,,1,0
3233dd12-2ab1-48e6-856f-84a5b71673da,,2025-03-11T01:14:31.000Z,613,C1,,morn1,morn1_C1,SB,PL,,TN,,1,0
3233dd12-2ab1-48e6-856f-84a5b71673da,,2025-03-11T01:14:31.000Z,613,C1,,morn1,morn1_C1,TN,PL,,"MZ, SB",,1,0
2bc283b4-0227-48ef-afe9-6c7233554c9b,,2025-03-11T01:32:42.000Z,631,C1,,extra,_C1,MZ,A,G,,,0,1
2bc283b4-0227-48ef-afe9-6c7233554c9b,,2025-03-11T01:32:42.000Z,631,C1,,extra,_C1,SB,A,G,TN,,0,1
2bc283b4-0227-48ef-afe9-6c7233554c9b,,2025-03-11T01:32:42.000Z,631,C1,,extra,_C1,TN,A,G,SB,,0,1
aa864ac8-071a-410c-b032-8729ed9d9a57,,2025-03-11T01:34:52.000Z,634,C1,,extra,_C1,MZ,A,G,,,0,1
aa864ac8-071a-410c-b032-8729ed9d9a57,,2025-03-11T01:34:52.000Z,634,C1,,extra,_C1,SB,A,G,,,0,1
aa864ac8-071a-410c-b032-8729ed9d9a57,,2025-03-11T01:34:52.000Z,634,C1,,extra,_C1,TN,A,G,,,0,1
0b68fb3c-6ac1-429c-9fe9-2ef77190314c,,2025-03-11T01:36:01.000Z,635,C1,,extra,_C1,MZ,A,G,,,0,1
0b68fb3c-6ac1-429c-9fe9-2ef77190314c,,2025-03-11T01:36:01.000Z,635,C1,,extra,_C1,SB,A,G,,,0,1
0b68fb3c-6ac1-429c-9fe9-2ef77190314c,,2025-03-11T01:36:01.000Z,635,C1,,extra,_C1,TN,A,G,,,0,1
e3b6d2a0-aa0e-4b82-b1d3-0598182ecd4d,,2025-03-11T01:37:17.000Z,637,C1,,extra,_C1,MZ,A,G,,,0,1
e3b6d2a0-aa0e-4b82-b1d3-0598182ecd4d,,2025-03-11T01:37:17.000Z,637,C1,,extra,_C1,SB,A,G,,,0,1
e3b6d2a0-aa0e-4b82-b1d3-0598182ecd4d,,2025-03-11T01:37:17.000Z,637,C1,,extra,_C1,TN,A,G,,,0,1
3938ecfa-b67c-4259-9f92-2a92e4df70bf,,2025-03-11T01:46:47.000Z,646,C1,,morn2,morn2_C1,TN,A,G,,,0,1
f84ecfb6-7d78-4587-bca2-2469de48e65d,,2025-03-12T05:06:21.000Z,845,C1,,enrich,enrich_C1,MZ,PL,,TN,,1,0
f84ecfb6-7d78-4587-bca2-2469de48e65d,,2025-03-12T05:06:21.000Z,845,C1,,enrich,enrich_C1,TN,PL,,MZ,,1,0
e97b3a39-799b-456f-a9df-939e8b192040,,2025-03-12T05:07:51.000Z,847,C1,,enrich,enrich_C1,TN,D,S,,,0,1
0f619341-62c2-4140-b1f4-8b1ca9278430,,2025-03-12T05:09:24.000Z,849,C1,,enrich,enrich_C1,TN,D,S,,,0,1
35022fa6-c473-4db0-9517-b115fa0eefba,,2025-03-12T05:11:22.000Z,851,C1,,enrich,enrich_C1,TN,D,S,,,0,1
f2843aaf-ddd3-49d6-8224-2dd9667dcfa8,,2025-03-12T05:13:34.000Z,853,C1,,enrich,enrich_C1,TN,D,S,,,0,1
69d128b7-1b21-410a-93c3-051eb5b1fe7a,,2025-03-12T05:16:11.000Z,855,C1,,enrich,enrich_C1,SB,A,G,,,0,1
69d128b7-1b21-410a-93c3-051eb5b1fe7a,,2025-03-12T05:16:11.000Z,855,C1,,enrich,enrich_C1,TN,D,S,,,0,1
1daa4067-72f7-498f-8863-18d37a10fef5,,2025-03-12T05:22:20.000Z,859,C1,,enrich,enrich_C1,SB,A,G,,,0,1
1daa4067-72f7-498f-8863-18d37a10fef5,,2025-03-12T05:22:20.000Z,859,C1,,enrich,enrich_C1,TN,A,G,SR,,0,1
a34fccf2-05c1-4883-95f9-5bd5a3009d5b,,2025-03-12T05:23:44.000Z,863,C1,,enrich,enrich_C1,MZ,D,S,,,0,1
f325971d-0c57-413e-bf57-1638e62597ed,,2025-03-12T05:25:22.000Z,865,C1,,enrich,enrich_C1,MZ,D,S,,,0,1
730d20b2-9e03-4eb9-8721-b023196919df,,2025-03-12T05:28:02.000Z,867,C1,,enrich,enrich_C1,MZ,PL,,SB,,1,0
730d20b2-9e03-4eb9-8721-b023196919df,,2025-03-12T05:28:02.000Z,867,C1,,enrich,enrich_C1,SB,PL,,MZ,,1,0
a235cf08-588f-4147-99b5-b3982aad37c6,,2025-03-20T05:27:06.000Z,866,C1,,enrich,enrich_C1,SB,D,S,,,0,1
99fd8b18-f036-4bcd-b95c-4ee75985d01b,,2025-04-08T00:41:40.000Z,580,C1,,morn1,morn1_C1,TN,D,S,,,0,1
c781f065-9265-4dc3-928c-274af8f023a7,,2025-04-08T00:51:25.000Z,590,C1,,morn1,morn1_C1,GG,PL,,TN,,1,0
c781f065-9265-4dc3-928c-274af8f023a7,,2025-04-08T00:51:25.000Z,590,C1,,morn1,morn1_C1,TN,PL,,GG,,1,0
365668fa-e527-416e-be9e-ae8735932f81,,2025-04-08T00:53:21.000Z,592,C1,,morn1,morn1_C1,GG,PL,,TN,,1,0
365668fa-e527-416e-be9e-ae8735932f81,,2025-04-08T00:53:21.000Z,592,C1,,morn1,morn1_C1,TN,PL,,GG,,1,0
9d0a9dc5-75a5-41a9-899a-13906ea89b35,,2025-04-08T02:38:15.000Z,674,C1,,morn2,morn2_C1,GG,PL,,TN,,1,0
9d0a9dc5-75a5-41a9-899a-13906ea89b35,,2025-04-08T02:38:15.000Z,674,C1,,morn2,morn2_C1,TN,PL,,GG,,1,0
66b2dd33-9c03-4a77-9b51-7b2e0a5ae440,,2025-04-08T02:38:30.000Z,676,C1,,morn2,morn2_C1,GG,PL,,TN,,1,0
66b2dd33-9c03-4a77-9b51-7b2e0a5ae440,,2025-04-08T02:38:30.000Z,676,C1,,morn2,morn2_C1,TN,PL,,GG,,1,0
13d0325e-78e8-4742-9fb2-a1142da878ff,,2025-04-08T02:39:53.000Z,678,C1,,morn2,morn2_C1,GG,PL,,TN,,1,0
13d0325e-78e8-4742-9fb2-a1142da878ff,,2025-04-08T02:39:53.000Z,678,C1,,morn2,morn2_C1,TN,PL,,GG,,1,0
4a2f18bd-cb04-4729-af9c-5bbb96da03fe,,2025-04-08T02:40:56.000Z,680,C1,,morn2,morn2_C1,SB,PL,,"TN, GG",,1,0
4a2f18bd-cb04-4729-af9c-5bbb96da03fe,,2025-04-08T02:40:56.000Z,680,C1,,morn2,morn2_C1,GG,PL,,"TN, SB",,1,0
4a2f18bd-cb04-4729-af9c-5bbb96da03fe,,2025-04-08T02:40:56.000Z,680,C1,,morn2,morn2_C1,TN,PL,,"GG, SB",,1,0
e57570bb-91f8-415e-888b-09fc944e5d86,,2025-04-08T02:42:40.000Z,685,C1,,morn2,morn2_C1,GG,PL,,TN,,1,0
e57570bb-91f8-415e-888b-09fc944e5d86,,2025-04-08T02:42:40.000Z,685,C1,,morn2,morn2_C1,TN,PL,,GG,,1,0
0b36b048-7f07-42a4-97a2-30c60c3b1fa7,,2025-04-09T00:40:31.000Z,580,C1,,morn1,morn1_C1,MZ,PL,,TN,,1,0
0b36b048-7f07-42a4-97a2-30c60c3b1fa7,,2025-04-09T00:40:31.000Z,580,C1,,morn1,morn1_C1,TN,PL,,MZ,,1,0
665e9710-6902-4c51-96af-37e42cb60eaa,,2025-04-09T00:42:42.000Z,581,C1,,morn1,morn1_C1,MZ,PL,,"TN, GG",,1,0
665e9710-6902-4c51-96af-37e42cb60eaa,,2025-04-09T00:42:42.000Z,581,C1,,morn1,morn1_C1,GG,PL,,"TN, MZ",,1,0
665e9710-6902-4c51-96af-37e42cb60eaa,,2025-04-09T00:42:42.000Z,581,C1,,morn1,morn1_C1,TN,PL,,"MZ, GG",,1,0
e108a976-40cd-47c4-a283-cf8e30d07095,,2025-04-09T00:44:29.000Z,584,C1,,morn1,morn1_C1,MZ,PL,,TN,,1,0
e108a976-40cd-47c4-a283-cf8e30d07095,,2025-04-09T00:44:29.000Z,584,C1,,morn1,morn1_C1,TN,PL,,MZ,,1,0
fb051c6f-da7c-47ae-945a-5144b46cb86b,,2025-04-09T05:09:35.000Z,849,C1,,enrich,enrich_C1,MZ,PL,,TN,,1,0
fb051c6f-da7c-47ae-945a-5144b46cb86b,,2025-04-09T05:09:35.000Z,849,C1,,enrich,enrich_C1,TN,PL,,MZ,,1,0
4228a5d9-70ab-4e3f-9189-04ad6e6784f6,,2025-04-09T05:11:38.000Z,851,C1,,enrich,enrich_C1,MZ,PL,,TN,,1,0
4228a5d9-70ab-4e3f-9189-04ad6e6784f6,,2025-04-09T05:11:38.000Z,851,C1,,enrich,enrich_C1,TN,PL,,MZ,,1,0
637257d2-fe38-479b-9229-bc1d81e76dd7,,2025-04-21T00:35:37.000Z,575,C1,,morn1,morn1_C1,MZ,PL,,SB,,1,0
637257d2-fe38-479b-9229-bc1d81e76dd7,,2025-04-21T00:35:37.000Z,575,C1,,morn1,morn1_C1,SB,PL,,MZ,,1,0
847e28c4-31a8-455f-ab16-bb4eeb67f56a,,2025-04-21T01:01:48.000Z,601,C1,,morn1,morn1_C1,MZ,PL,,"SB, TN",,1,0
847e28c4-31a8-455f-ab16-bb4eeb67f56a,,2025-04-21T01:01:48.000Z,601,C1,,morn1,morn1_C1,SB,PL,,"TN, MZ",,1,0
847e28c4-31a8-455f-ab16-bb4eeb67f56a,,2025-04-21T01:01:48.000Z,601,C1,,morn1,morn1_C1,TN,PL,,"SB, MZ",,1,0
6caa008a-bb94-4e1b-868c-32d94d5d32db,,2025-03-23T01:50:07.000Z,649,C2,,morn2,morn2_C2,GG,D,S,,,0,1
6fa3e575-58fb-485b-8709-5e39f0204dc4,,2025-03-23T02:44:03.000Z,703,C2,,morn2,morn2_C2,GG,PL,,MS,,1,0
6fa3e575-58fb-485b-8709-5e39f0204dc4,,2025-03-23T02:44:03.000Z,703,C2,,morn2,morn2_C2,MS,PL,,GG,,1,0
7c703e74-ec66-451a-a02e-b0a3bfbfc669,,2025-03-24T02:23:13.000Z,682,C2,,morn2,morn2_C2,SB,PL,,GG,,1,0
7c703e74-ec66-451a-a02e-b0a3bfbfc669,,2025-03-24T02:23:13.000Z,682,C2,,morn2,morn2_C2,GG,PL,,SB,,1,0
f948c7bf-92bc-4c15-a085-e508a873a5e0,,2025-03-24T02:25:08.000Z,684,C2,,morn2,morn2_C2,SB,PL,,GG,,1,0
f948c7bf-92bc-4c15-a085-e508a873a5e0,,2025-03-24T02:25:08.000Z,684,C2,,morn2,morn2_C2,GG,PL,,,,1,0
3cd2a7df-7b2f-4011-a33d-f073cb7c9b0c,,2025-04-26T01:47:06.000Z,646,C2,,morn2,morn2_C2,MZ,D,S,,,0,1
e6c34a83-e146-4cc1-8eda-853d884ec624,,2025-04-26T01:49:10.000Z,648,C2,,morn2,morn2_C2,GG,PL,,MS,,1,0
e6c34a83-e146-4cc1-8eda-853d884ec624,,2025-04-26T01:49:10.000Z,648,C2,,morn2,morn2_C2,MS,PL,,GG,,1,0
7ded9e5a-b68a-4649-87bc-32a078b57cfb,,2025-04-26T02:40:49.000Z,700,C2,,morn2,morn2_C2,SB,PL,,GG,,1,0
7ded9e5a-b68a-4649-87bc-32a078b57cfb,,2025-04-26T02:40:49.000Z,700,C2,,morn2,morn2_C2,GG,PL,,SB,,1,0
5750a994-1df4-42d6-838b-8c0c108b23b3,,2025-04-26T02:43:05.000Z,702,C2,,morn2,morn2_C2,SB,PL,,GG,,1,0
5750a994-1df4-42d6-838b-8c0c108b23b3,,2025-04-26T02:43:05.000Z,702,C2,,morn2,morn2_C2,GG,PL,,SB,,1,0
ad2a02d9-f72c-495f-ab61-b2a76f864ba4,,2025-04-26T02:45:06.000Z,704,C2,,morn2,morn2_C2,SB,PL,,GG,,1,0
ad2a02d9-f72c-495f-ab61-b2a76f864ba4,,2025-04-26T02:45:06.000Z,704,C2,,morn2,morn2_C2,GG,PL,,SB,,1,0
21260339-37ed-4648-98e0-47e49c6f80f7,,2025-04-26T05:40:56.000Z,880,C2,,enrich,enrich_C2,SB,PL,,GG,,1,0
21260339-37ed-4648-98e0-47e49c6f80f7,,2025-04-26T05:40:56.000Z,880,C2,,enrich,enrich_C2,GG,PL,,,,1,0
152ab73d-fcf6-4eac-bcd7-dfd5b9ce8a01,,2025-04-27T00:36:38.000Z,576,C2,,morn1,morn1_C2,MZ,D,S,,,0,1
152ab73d-fcf6-4eac-bcd7-dfd5b9ce8a01,,2025-04-27T00:36:38.000Z,576,C2,,morn1,morn1_C2,MS,D,S,,,0,1
ee29a5db-50dc-4f13-aa86-e41d51bf8f2d,,2025-04-27T00:38:24.000Z,578,C2,,morn1,morn1_C2,MZ,D,S,,,0,1
0b935c83-d859-439d-9525-d259ea8cd8e8,,2025-04-27T01:58:41.000Z,658,C2,,morn2,morn2_C2,SB,PL,,GG,,1,0
0b935c83-d859-439d-9525-d259ea8cd8e8,,2025-04-27T01:58:41.000Z,658,C2,,morn2,morn2_C2,GG,PL,,SB,,1,0
74f5924f-fc71-4b23-991e-6bf58f3564ed,,2025-04-27T02:00:49.000Z,660,C2,,morn2,morn2_C2,SB,PL,,"MS, GG",,1,0
74f5924f-fc71-4b23-991e-6bf58f3564ed,,2025-04-27T02:00:49.000Z,660,C2,,morn2,morn2_C2,GG,PL,,"SB, MS",,1,0
74f5924f-fc71-4b23-991e-6bf58f3564ed,,2025-04-27T02:00:49.000Z,660,C2,,morn2,morn2_C2,MS,PL,,"SB, GG",,1,0
89014dab-f7cb-45c9-997b-74f6366a5f44,,2025-04-27T02:08:29.000Z,668,C2,,morn2,morn2_C2,SB,PL,,"GG, MS",,1,0
89014dab-f7cb-45c9-997b-74f6366a5f44,,2025-04-27T02:08:29.000Z,668,C2,,morn2,morn2_C2,GG,PL,,"MS, SB",,1,0
89014dab-f7cb-45c9-997b-74f6366a5f44,,2025-04-27T02:08:29.000Z,668,C2,,morn2,morn2_C2,MS,PL,,"SB, GG",,1,0
81f5842f-1d2a-4883-a72c-11b0a9ddcf56,,2025-04-27T05:12:56.000Z,852,C2,,enrich,enrich_C2,SB,D,S,,,0,1
96b1e94f-8428-428c-9e18-bded75de6d8b,,2025-04-27T05:15:59.000Z,854,C2,,enrich,enrich_C2,MZ,PL,,"MS, SB",,1,0
96b1e94f-8428-428c-9e18-bded75de6d8b,,2025-04-27T05:15:59.000Z,854,C2,,enrich,enrich_C2,SB,PL,,"MS, MZ",,1,0
96b1e94f-8428-428c-9e18-bded75de6d8b,,2025-04-27T05:15:59.000Z,854,C2,,enrich,enrich_C2,MS,PL,,"SB, MZ",,1,0
5a7779a4-fcb8-4a3f-ad12-e928c6244186,,2025-04-27T05:16:59.000Z,856,C2,,enrich,enrich_C2,GG,PL,,MS,,1,0
5a7779a4-fcb8-4a3f-ad12-e928c6244186,,2025-04-27T05:16:59.000Z,856,C2,,enrich,enrich_C2,MS,PL,,GG,,1,0
01a842f9-610f-4244-a52e-65c315c0aa32,,2025-05-04T01:12:39.000Z,611,C2,,morn1,morn1_C2,SB,D,S,,,0,1
01a842f9-610f-4244-a52e-65c315c0aa32,,2025-05-04T01:12:39.000Z,611,C2,,morn1,morn1_C2,MS,D,S,,,0,1
aa98046b-75c2-48b3-9d6b-073878224025,,2025-05-04T01:14:50.000Z,614,C2,,morn1,morn1_C2,MZ,D,S,,,0,1
aa98046b-75c2-48b3-9d6b-073878224025,,2025-05-04T01:14:50.000Z,614,C2,,morn1,morn1_C2,SB,D,S,,,0,1
aa98046b-75c2-48b3-9d6b-073878224025,,2025-05-04T01:14:50.000Z,614,C2,,morn1,morn1_C2,MS,D,S,,,0,1
82c428ac-3aec-4dd8-9e7a-1dd6c99a5220,,2025-05-04T01:16:23.000Z,616,C2,,morn1,morn1_C2,MZ,D,S,,,0,1
63b5c45c-ef13-4e13-a5a3-b63efe838599,,2025-05-04T01:18:26.000Z,617,C2,,morn1,morn1_C2,MZ,D,S,,,0,1
5bced421-6160-4960-81a9-b1d778ff2d0b,,2025-05-04T02:20:22.000Z,679,C2,,morn2,morn2_C2,MZ,D,S,,,0,1
7e886875-96d7-4091-9384-080e747cb3b5,,2025-05-04T02:22:32.000Z,682,C2,,morn2,morn2_C2,SB,D,S,,,0,1
081ad108-2cfe-4967-8e72-e9c1d600359e,,2025-05-04T02:24:24.000Z,683,C2,,morn2,morn2_C2,MZ,D,S,,,0,1
a7d1eb65-5285-4967-87cb-e898b8fc0e75,,2025-05-04T02:28:23.000Z,688,C2,,morn2,morn2_C2,MZ,D,S,,,0,1
3f52455f-4071-4955-8fe3-3d602b869fe0,,2025-05-04T02:46:10.000Z,705,C2,,morn2,morn2_C2,MZ,D,S,,,0,1
3c7be75c-fb7b-47a8-aa59-5616c5152381,,2025-05-05T02:16:49.000Z,676,C2,,morn2,morn2_C2,SB,PL,,"GG, MS",,1,0
3c7be75c-fb7b-47a8-aa59-5616c5152381,,2025-05-05T02:16:49.000Z,676,C2,,morn2,morn2_C2,GG,PL,,"SB, MS",,1,0
3c7be75c-fb7b-47a8-aa59-5616c5152381,,2025-05-05T02:16:49.000Z,676,C2,,morn2,morn2_C2,MS,PL,,"GG, SB",,1,0
d9985426-f139-4521-b489-6ea3c5bb5ed7,,2025-05-05T05:06:02.000Z,845,C2,,enrich,enrich_C2,MZ,D,S,,,0,1
