ec5_uuid,date,1_TIme,2_NC,4_MN_Behavior,5_Contact,6_AR,7_3M,8_Notes,10_NY_Behavior,11_Contact,12_AR,13_3M,14_Notes,16_NR_Behavior,17_Contact,18_AR,19_3M,20_Notes,22_TK_Behavior,23_Contact,24_AR,25_3M,26_Notes,28_LN_Behavior,29_Contact,30_AR,31_3M,Unnamed: 28,highlight,msm
16624d88-56e5-4145-b903-390aaf85e30d,2025-03-12,1900-01-01 11:05:00,Yes,RS,,,TK,,RS,,,,,RL,,,TN,,RL,,,ST,,RS,,,SR,,green,665
e643c9c5-b0e2-42ee-8c1d-bc41beed0404,2025-03-12,1900-01-01 11:07:00,Yes,RS,,,TK,,RS,,,,,RL,,,TN,,RL,,,ST,,RS,,,SR,,green,667
ef8841e2-2a8e-4c05-962b-802da150d7cc,2025-03-12,1900-01-01 11:09:00,NO,RS,,TK,,,RL,,"SR, TN",,,RL,,NY,TN,,RL,,ST,,,RS,,NY,SR,,,669
4fcdda7c-a1ad-4542-a41e-8e6f94bd7110,2025-03-12,1900-01-01 11:11:00,NO,GM,SR,,TN,,RS,,,,,GM,ST,,TN,,RL,,,,,RS,,,"ST, SR",,red,671
e359e54f-5366-42bc-bdc2-7cba285bc867,2025-03-12,1900-01-01 11:13:00,Yes,GM,SR,,TN,,RS,,,,,GM,ST,,TN,,RL,,,,,RS,,,"ST, SR",,green,673
9105754e-4660-45aa-9b47-4565f8b3dd9d,2025-03-12,1900-01-01 11:15:00,NO,GM,SR,,TN,,SD,,,,,GM,ST,,TN,,RS,,,,,RS,,,"ST, SR",,,675
600ace7c-d233-4274-9f89-3fff5c2b3f11,2025-03-12,1900-01-01 11:17:00,NO,GG,SR,,TN,,RS,,,,,GR,ST,,TN,,RS,,,,,RS,,,"ST, SR",,red,677
dd3b16c1-2c0e-4a43-9544-00a81805cd98,2025-03-12,1900-01-01 11:19:00,Yes,GG,SR,,TN,,RS,,,,,GR,ST,,TN,,RS,,,,,RS,,,"ST, SR",,green,679
c207273e-ae27-4bae-bc29-b2ec09a179bd,2025-03-12,1900-01-01 11:21:00,NO,GM,SR,,TN,,RS,,,,,GM,ST,,TN,,RS,,,,,RS,,,"ST, SR",,red,681
907f302e-38ba-47c3-a7b9-93d7097354fd,2025-03-12,1900-01-01 11:23:00,Yes,GM,SR,,TN,,RS,,,,,GM,ST,,TN,,RS,,,,,RS,,,"ST, SR",,green,683
ed73325d-10ce-41ba-8305-7f6f17370fc4,2025-03-12,1900-01-01 11:25:00,Yes,GM,SR,,TN,,RS,,,,,GM,ST,,TN,,RS,,,,,RS,,,"ST, SR",,green,685
e96dd08b-336e-49f5-bef6-54e3fcf28374,2025-03-12,1900-01-01 11:27:00,NO,RS,,,TN,,M,,,,,M,,,,,RS,,,,,RS,,,ST,,,687
e3b8449b-b991-4c73-b55f-c8706c27979c,2025-03-12,1900-01-01 11:29:00,NO,GM,SR,,TN,,M,,,,,GM,ST,,TN,,RS,,,,,RS,,,"ST, SR",,,689
122f8bc0-8fa1-475b-a5b8-b3d7b6853dbb,2025-03-12,1900-01-01 11:31:00,NO,GM,SR,,TN,,RS,,TK,,,GM,ST,,TN,,RS,,NY,,,RS,,,"ST, SR",,red,691
68e8e9b1-a3ed-4ead-935c-40aca173b6bd,2025-03-12,1900-01-01 11:33:00,Yes,GM,SR,,TN,,RS,,TK,,,GM,ST,,TN,,RS,,NY,,,RS,,,"ST, SR",,green,693
244ac743-f4d8-491b-8685-b90d26b639c7,2025-03-12,1900-01-01 11:35:00,Yes,GM,SR,,TN,,RS,,TK,,,GM,ST,,TN,,RS,,NY,,,RS,,,"ST, SR",,green,695
374726e8-2b64-413a-8fcc-458a0bf3dcb6,2025-03-12,1900-01-01 11:37:00,NO,GM,SR,,TN,,RS,,,TK,,GM,ST,,TN,,RS,,,NY,,RS,,,"ST, SR",,,697
5f2b6410-e80c-44a2-b53a-cf22613a69d6,2025-03-12,1900-01-01 11:39:00,NO,GM,SR,,"TK, TN",,RS,,,,,GM,ST,,"TN, TK",,GG,TN,,"ST, SR",,GR,TK,,"ST, SR",,red,699
ed61246b-fdd7-4696-b39d-2425e5a06573,2025-03-12,1900-01-01 11:41:00,Yes,GM,SR,,"TK, TN",,RS,,,,,GM,ST,,"TN, TK",,GG,TN,,"ST, SR",,GR,TK,,"ST, SR",,green,701
ed8b206a-e04a-4d9f-b028-66743f0ef3da,2025-03-12,1900-01-01 11:43:00,Yes,GM,SR,,"TK, TN",,RS,,,,,GM,ST,,"TN, TK",,GG,TN,,"ST, SR",,GR,TK,,"ST, SR",,green,703
fda4a6d8-1111-4a43-8421-db9390115468,2025-03-12,1900-01-01 11:45:00,Yes,GM,SR,,"TK, TN",,RS,,,,,GM,ST,,"TN, TK",,GG,TN,,"ST, SR",,GR,TK,,"ST, SR",,green,705
70949c9d-07ba-44b8-9df2-733b0cf7f603,2025-03-12,1900-01-01 13:19:00,NO,M,,,"NY, TK, SR, TN",,E,,,SR,,E,,,NY,,RS,,TN,ST,,E,,TK,ST,,,799
ace73028-2390-49b0-abf7-174a699ad197,2025-03-12,1900-01-01 13:21:00,NO,RS,,"TK, TN",,,RS,,,SR,,E,,,NY,,RS,,"TN, ST",,,E,,"ST, TK",,,,801
83cc4527-86e7-4ff2-8721-4f64d4c70c90,2025-03-12,1900-01-01 13:23:00,NO,RS,,TN,TK,,E,,,SR,,E,,,NY,,RS,,,"TN, ST",,E,,ST,TK,,,803
bdd1b0d0-e7a5-4fa9-b28d-fadb3838ba18,2025-03-12,1900-01-01 13:25:00,NO,RS,,TN,TK,,RS,,,,,E,,,,,RS,,,"ST, TN",,RS,,ST,TK,,,805
1e1d6a7c-a1c8-4b9e-8048-96d83d0faa1e,2025-03-12,1900-01-01 13:27:00,NO,RS,,TN,TK,,E,,,SR,,E,,,NY,,RS,,,"TN, SR",,E,,ST,TK,,,807
11b983f2-6d52-4cb4-a28b-371b4cbfadb6,2025-03-12,1900-01-01 13:29:00,NO,E,,TN,"NY, TK",,E,,"TN, TK",ST,,E,,,,,RS,,ST,"TN, ST",,E,,"ST, NY",TK,,,809
451a241a-8934-4305-93d2-86e5d9db261d,2025-03-12,1900-01-01 13:31:00,NO,E,,"TN, NY",TK,,E,,ST,"TN, TK",,E,,,,,RS,,,"TN, ST, NY",,E,,ST,"TK, NY",,,811
f50b297b-bc2c-44b0-8541-5cc2ee920b98,2025-03-12,1900-01-01 13:33:00,NO,E,,"TN, NY",TK,,M,,ST,"TK, TN",,E,,,,,RS,,,"TN, ST, NY",,E,,ST,"TK, NY",,,813
6de56a74-25b9-40f0-b29b-43d5362f0ef8,2025-03-12,1900-01-01 13:35:00,NO,E,,,"TK, NY, SR",,E,,,"SR, TK, ST",,E,,,"TK, ST, NY",,E,,,"NY, ST, SR",,E,,,,,,815
d0debbe9-aaa4-4720-8f8e-118ad4e2a0dd,2025-03-12,1900-01-01 13:37:00,NO,E,,,"SR, TK, NY",,M,,,"ST, TK, SR",,M,,,"ST, TK, NY",,E,,,"ST, NY, SR",,RS,,,,,,817
65f81822-a6e9-499a-bbe2-d303739da342,2025-03-12,1900-01-01 13:39:00,NO,M,,,NY,,M,,,ST,,E,,TN,,,M,,,,,RS,,SR,,,,819
216223ee-97d0-4254-8bc3-850901641459,2025-03-12,1900-01-01 13:41:00,NO,RS,,,,,RS,,,"TN, SR",,E,,TN,"NY, TK",,RS,,,SR,,RS,,,"NY, TK, SR",,,821
3b39d206-7bbc-43a8-8df1-aa2b5902cef5,2025-03-12,1900-01-01 13:43:00,NO,E,,,SR,,E,,,"TK, TN",,E,,,ST,,RS,,,"TN, NY",,RS,,,"TK, NY",,,823
74aeaa1c-33ab-4226-b480-ae7e0b9442f2,2025-03-12,1900-01-01 13:45:00,NO,PL,,SR,,NR following MN,E,,,"TN, TK",,PL,,ST,,Following MN,RS,,,"TN, NY",,RS,,,"NY, TK",,,825
7a8dd9c5-e788-4bd2-b2cc-87a86fee3b37,2025-03-12,1900-01-01 13:47:00,NO,RS,,,,,RS,,,"TK, TN",,RS,,,,,RS,,,"TN, NY",,RS,,,"NY, TK",,,827
41ee1bdd-6c7d-446a-9899-ec7d93eef98c,2025-03-12,1900-01-01 13:49:00,NO,PL,,SR,,Followed by NR,RS,,,"TK, TN",,PL,,ST,,Following mn,RS,,,"TN, NY",,RS,,,"NY, TK",,,829
80ff5ce2-3c75-4577-80d5-28c4d6d2c383,2025-03-12,1900-01-01 13:51:00,NO,RS,,,SR,,RS,,,"TK, TN",,M,,,ST,,RS,,,"TN, NY",,RS,,,"NY, TK",,,831
fb170e91-de7c-4f2a-8450-21d322ba57af,2025-03-12,1900-01-01 13:53:00,NO,PL,,"SR, NY",,Being chased by NY,PL,,,ST,ChasingMN,M,,,ST,,RS,,,TN,,RS,,,TK,,,833
08875e01-3267-41d2-9d9b-0f34b9ab2b02,2025-03-12,1900-01-01 13:55:00,NO,RS,,,,,M,,,,,M,,,,,RS,,,TN,,RS,,,TK,,,835
820a503b-2237-4125-af88-51a8bae9eb0a,2025-03-12,1900-01-01 13:57:00,NO,RS,,,,,M,,,,,RS,,TK,TN,,RS,,SR,TN,,RS,,,"TK, SR",,,837
3c51243a-e3b1-46f8-a437-a310243a4d02,2025-03-12,1900-01-01 13:59:00,NO,M,,,,,RS,,,,,M,,,TK,,RS,,,SR,,M,,,,,,839
e464937c-a5da-49b7-82c9-781b50407553,2025-03-12,1900-01-01 14:01:00,NO,M,,SR,,,RS,,,,,M,,ST,,,RS,,,,,RS,,,,,,841
19027291-bc76-4f91-94e7-2488c5126efd,2025-03-12,1900-01-01 14:03:00,NO,RS,,,,,RS,,,,,RS,,,,,RS,,,,,RS,,,,,,843
7ae9655a-c821-4c0c-89d3-dc8fab8ffcf9,2025-03-12,1900-01-01 14:05:00,NO,RS,,,TN,,RS,,,,,RS,,,,,RS,,,,,RS,,,ST,,,845
597558f8-0186-44f4-81b9-2d2e89d7d24d,2025-03-12,1900-01-01 14:07:00,NO,RS,,,TN,,RS,,,,,RS,,,,,RS,,,,,RS,,,ST,,,847
076caf27-3ddc-4ac8-9b01-63fd30ca5121,2025-03-12,1900-01-01 14:09:00,NO,RS,,,,,RS,,,,,RS,,,,,RS,,,TN,,RS,,,TK,,,849
8620f139-f793-4453-9f17-925a07b306c2,2025-03-12,1900-01-01 14:11:00,NO,PL,,,SR,NR following MN,RS,,,TK,,PL,,,ST,Following MN,RS,,,NY,,RS,,,,,,851
47cdad12-2e84-4367-8d6e-e366267b8ecc,2025-03-12,1900-01-01 14:13:00,NO,M,,,TN,,M,,,,,M,,,,,RS,,,,,RS,,,ST,,,853
f5198074-4a63-4428-82a9-849e02b7c07d,2025-03-12,1900-01-01 14:15:00,NO,M,,,"SR, TK, NY",,M,,,"TK, SR, ST",,M,,,"ST, TK, NY",,M,,,"SR, ST, NY",,RS,,,,,,855
cb4ba31f-2eae-4014-8a9d-2adb9930b518,2025-03-12,1900-01-01 14:17:00,NO,RS,,,,,RS,,,,,M,,,,,RS,,,,,RS,,,,,,857
751e1520-91bd-4bda-bff8-30bd21b7367a,2025-03-12,1900-01-01 14:19:00,NO,M,,,,,M,,,,,M,,,,,RS,,,,,RS,,,,,,859
7bcc73d4-c6f3-4717-96c0-03fd20d2d797,2025-03-12,1900-01-01 14:21:00,NO,RS,,,TK,,RS,,,,,M,,,,,M,,,ST,,RS,,,,,,861
9efb92a5-6656-4baf-87e0-601716676bc8,2025-03-12,1900-01-01 14:23:00,NO,M,,NY,,,M,,ST,,,PL,,TK,,Chasing TK,PL,,SR,,Running,RS,,,,,,863
766af7fc-28e3-4c99-9512-9d80dabbbb5a,2025-03-12,1900-01-01 14:25:00,NO,RS,,,,,RS,,,,,M,,,TK,,M,,,SR,,RS,,,,,,865
27adf37e-1d10-4376-9887-da807ccc105e,2025-03-12,1900-01-01 14:27:00,NO,PL,,SR,,NR following mn,RS,,,TK,,PL,,ST,,Following MN,RS,,,NY,,RS,,,,,,867
2a93667e-a460-41e8-8d62-9addd6aca8f3,2025-03-12,1900-01-01 14:29:00,NO,RS,,,,,RS,,,,,PL,,TK,,,PL,,SR,,Following NR,RS,,,,,red,869
f423c601-a907-41d2-a8ab-7aacb8f41b0e,2025-03-12,1900-01-01 14:31:00,Yes,RS,,,,,RS,,,,,PL,,TK,,,PL,,SR,,Following NR,RS,,,,,green,871
e8a8fda3-f215-47ac-b62e-55ca1c6d0205,2025-03-12,1900-01-01 14:33:00,NO,RS,,,,,M,,,,,M,,,,,RS,,,,,RS,,,,,,873
1305166b-5863-43aa-b383-9b830490a346,2025-03-12,1900-01-01 14:35:00,NO,RS,,,,,RS,,,,,PL,TK,,,Wrestling,PL,,,,Wrestling,RS,,,,,,875
4e09b42a-b6fc-4a6d-994f-85972c60e967,2025-03-12,1900-01-01 14:37:00,NO,RS,,,,,RS,,,,,RS,,,TK,,RS,,,SR,,RS,,,,,,877
a9694ae5-9cf8-4769-8e45-471bb1589581,2025-03-12,1900-01-01 14:39:00,NO,RS,,,,,RS,,,,,PL,TK,,,"Swinging on rope , slapping TK",PL,SR,,,"Slapping, chasing NR",RS,,,,,,879
22dd2697-736a-47bf-98f3-5b0a049f4a3e,2025-03-12,1900-01-01 14:41:00,NO,RS,,,,,RS,,,,,PL,TK,,,Wrestling,PL,SR,,,Wrestling,RS,,,,,,881
19e47ecb-656f-4f0d-bad1-1cc00e98bd40,2025-03-12,1900-01-01 14:43:00,NO,RS,,,,,RS,,,,,M,,,,,M,,,,,RS,,,,,,883
51d8c48a-8260-4821-9814-79092498ac39,2025-03-12,1900-01-01 14:45:00,NO,RS,,,,,RS,,,,,PL,,TK,,Chasing TK,PL,,SR,,Chase,RS,,,,,,885
cbfbced7-1a7a-4b57-9a75-400a538a76b6,2025-03-19,1900-01-01 10:20:00,NO,GM,NR,,,,M,,,"TK, LN",,GM,MT,,,,RS,LN,,NY,,RS,,TK,NY,,,620
6e686e05-84a3-46ca-be7d-85a43bd993cc,2025-03-19,1900-01-01 10:22:00,NO,GM,NR,,,,RS,,,,,GM,MT,,,,RS,,LN,,,RS,,TK,,,red,622
57814164-21d5-48ab-aa0b-b5ad0024ac73,2025-03-19,1900-01-01 10:24:00,Yes,GM,NR,,,,RS,,,,,GM,MT,,,,RS,,LN,,,RS,,TK,,,green,624
7c00cfa9-cc89-4023-aad7-4d2bc37de97d,2025-03-19,1900-01-01 10:26:00,NO,M,,,,,M,,TK,,,M,,,,,RS,,NY,,,RS,,,,,,626
cff487cf-d495-4ddb-900a-684c362b823e,2025-03-19,1900-01-01 10:28:00,NO,E,,,,,RS,,LN,,,RS,,,,,RS,,,,,RS,,NY,,,,628
3f6a9200-f467-4ad9-962f-4ec8ec53d9cb,2025-03-19,1900-01-01 10:46:00,NO,RS,,,,,RS,,LN,,,GG,TK,,,,GR,NR,,,,RS,,NY,,,red,646
b14eb88e-e032-4ce1-bf20-ee9e8703a2c4,2025-03-19,1900-01-01 10:48:00,Yes,RS,,,,,RS,,LN,,,GG,TK,,,,GR,NR,,,,RS,,NY,,,green,648
e05c2d48-75dc-43fa-b710-a52403501063,2025-03-19,1900-01-01 10:50:00,NO,GG,"TK, NR",,,,RS,,LN,,,GG,MT,TK,,,GR,MT,NR,,,RS,,NY,,,,650
113d6e73-4658-4aad-9a20-07c443c04598,2025-03-19,1900-01-01 10:52:00,NO,GG,TK,NR,,,RS,,LN,,,GG,TK,MT,,,GR,"MT, NR",,,,RS,,NY,,,,652
bb49298c-6e97-4574-bea2-f5293d4e90cb,2025-03-19,1900-01-01 10:54:00,NO,GM,TK,,,,RS,,,,,RS,,LN,,,GM,MT,,,,RS,,NR,,,red,654
3e055c0f-6a2c-464d-9bf3-90662f0554ba,2025-03-19,1900-01-01 10:56:00,Yes,GM,TK,,,,RS,,,,,RS,,LN,,,GM,MT,,,,RS,,NR,,,green,656
a2d6f182-c764-43ab-84eb-5a0a4d12e5dd,2025-03-19,1900-01-01 10:58:00,Yes,GM,TK,,,,RS,,,,,RS,,LN,,,GM,MT,,,,RS,,NR,,,green,658
da42b84e-68e4-4509-b7f3-1daf591f8ac4,2025-03-19,1900-01-01 11:00:00,Yes,GM,TK,,,,RS,,,,,RS,,LN,,,GM,MT,,,,RS,,NR,,,green,660
f97a002e-edbb-4b75-9ac3-c2b02cff24c4,2025-03-19,1900-01-01 11:02:00,NO,GM,TK,,,,RS,,LN,NR,,RS,,LN,NY,,GM,MT,,,,RS,,,"NR, NY",,red,662
876313b6-0711-491f-9439-b954d9d1d7df,2025-03-19,1900-01-01 11:04:00,Yes,GM,TK,,,,RS,,LN,NR,,RS,,LN,NY,,GM,MT,,,,RS,,,"NR, NY",,green,664
95a961fc-06f0-426a-9cf4-0ea3df81773e,2025-03-19,1900-01-01 11:06:00,NO,GM,TK,,,,RS,,NR,LN,,RS,,"NY, LN",,,GM,MT,,,,RS,,NR,NY,,red,666
22c96d22-c66c-4054-86a4-60f1007b6720,2025-03-19,1900-01-01 11:08:00,Yes,GM,TK,,,,RS,,NR,LN,,RS,,"NY, LN",,,GM,MT,,,,RS,,NR,NY,,green,668
b68de7aa-afc4-47b8-a121-e46ed7a58e51,2025-03-19,1900-01-01 11:10:00,Yes,GM,TK,,,,RS,,NR,LN,,RS,,"NY, LN",,,GM,MT,,,,RS,,NR,NY,,green,670
a2f31d31-697d-46e7-9b76-a0f8f0a0d4df,2025-03-19,1900-01-01 11:12:00,Yes,GM,TK,,,,RS,,NR,LN,,RS,,"NY, LN",,,GM,MT,,,,RS,,NR,NY,,green,672
3f31e205-9951-4e4d-9b6d-68ac7bbedc24,2025-03-19,1900-01-01 11:14:00,Yes,GM,TK,,,,RS,,NR,LN,,RS,,"NY, LN",,,GM,MT,,,,RS,,NR,NY,,green,674
cd000a2b-5690-4f5d-ac3a-d4dccdeee4b3,2025-03-19,1900-01-01 11:16:00,Yes,GM,TK,,,,RS,,NR,LN,,RS,,"NY, LN",,,GM,MT,,,,RS,,NR,NY,,green,676
176dbb3d-9be2-4fa7-a694-ac87c0922b0d,2025-03-19,1900-01-01 11:18:00,Yes,GM,TK,,,,RS,,NR,LN,,RS,,"NY, LN",,,GM,MT,,,,RS,,NR,NY,,green,678
ac91ebb1-7b28-4b4a-a4e3-36c42716eba9,2025-03-19,1900-01-01 11:20:00,Yes,GM,TK,,,,RS,,NR,LN,,RS,,"NY, LN",,,GM,MT,,,,RS,,NR,NY,,green,680
01299146-e8c2-4307-8fdf-c7a634e6f97a,2025-03-19,1900-01-01 11:22:00,NO,GM,TK,,,,RS,,LN,,,RS,,,,,GM,MT,,,,RS,,NY,,,,682
2e6c522f-6806-4536-aedb-06ea0c455024,2025-03-19,1900-01-01 11:24:00,NO,GM,TK,,,,M,,LN,,,RS,,,,,GM,MT,,,,RS,,NY,,,,684
ab06e6d3-54ae-4174-9670-9ee8257966f3,2025-03-19,1900-01-01 11:26:00,NO,GM,TK,,,,RS,,,,,GG,LN,,,,GM,MT,,,,GR,NR,,,,red,686
3545d4ca-b4c2-4c98-939b-866a59e660de,2025-03-19,1900-01-01 11:28:00,Yes,GM,TK,,,,RS,,,,,GG,LN,,,,GM,MT,,,,GR,NR,,,,green,688
b8933c89-4387-4b60-8345-d65c4a08fb6a,2025-03-19,1900-01-01 11:30:00,NO,GM,TK,,,,RS,,,,,RS,,LN,,,GM,MT,,,,RS,,NR,,,red,690
89e4c126-14c8-4dc0-9956-ca8e084ede02,2025-03-19,1900-01-01 11:32:00,Yes,GM,TK,,,,RS,,,,,RS,,LN,,,GM,MT,,,,RS,,NR,,,green,692
446e2f98-dc53-4df8-a671-1392fc4a8ffe,2025-03-19,1900-01-01 11:34:00,Yes,GM,TK,,,,RS,,,,,RS,,LN,,,GM,MT,,,,RS,,NR,,,green,694
a71c8306-ce39-4b16-82b3-21c24310f3dd,2025-03-19,1900-01-01 11:36:00,Yes,GM,TK,,,,RS,,,,,RS,,LN,,,GM,MT,,,,RS,,NR,,,green,696
db44e5ea-3811-4079-aef7-2cbe8586527c,2025-03-19,1900-01-01 11:38:00,NO,RS,,,TK,,RS,,,,,RS,,,LN,,RS,,,MT,,RS,,,NR,,red,698
56bcd091-099f-44f0-9ba9-f4d521b5ac33,2025-03-19,1900-01-01 11:40:00,Yes,RS,,,TK,,RS,,,,,RS,,,LN,,RS,,,MT,,RS,,,NR,,green,700
07abe4a8-a750-45a6-9771-2e3d48c21237,2025-03-19,1900-01-01 11:42:00,Yes,RS,,,TK,,RS,,,,,RS,,,LN,,RS,,,MT,,RS,,,NR,,green,702
6aa4c3c8-7382-4a03-8c71-9286f2f16567,2025-03-19,1900-01-01 11:44:00,NO,RS,,,,,RS,,,,,RS,,LN,,,RS,,,,,RS,,NR,,,,704
ba23b802-9dab-4967-823c-7e42bd2647ce,2025-03-19,1900-01-01 11:46:00,NO,GM,NR,,,,RS,,,,,GM,MT,,,,RS,,LN,,,RS,,TK,,,,706
93bc26dd-f6af-4c83-88ae-8e85e3d332c6,2025-03-19,1900-01-01 13:19:00,NO,E,,NY,NR,,E,,MT,NR,,E,,,"MT, NY",,RS,,LN,,,E,,TK,,,,799
5e07edef-373c-43fc-b9ff-bc2e6008c419,2025-03-19,1900-01-01 13:21:00,NO,E,,,"NY, NR",,M,,,"MT, NR",,E,,,MT,,E,,LN,,,E,,TK,,,,801
bbff7911-3f41-46e8-a575-ccd1b5dd43e8,2025-03-19,1900-01-01 13:23:00,NO,E,,,NY,,E,,,MT,,E,,,,,RS,,LN,,,E,,TK,,,red,803
5461cbf6-3a6b-4e12-8dd0-01cb38a6608e,2025-03-19,1900-01-01 13:25:00,Yes,E,,,NY,,E,,,MT,,E,,,,,RS,,LN,,,E,,TK,,,green,805
19fbf5cf-4481-4c73-888c-07cf820a4bab,2025-03-19,1900-01-01 13:27:00,NO,E,,,NY,,E,,,MT,,E,,,,,RS,,,,,RS,,,,,,807
83411bde-943f-4c98-ac96-32770c5c66df,2025-03-19,1900-01-01 13:29:00,NO,E,,LN,NY,,E,,,"MT, LN",,E,,,,,RS,,,,,RS,,MT,NY,,,809
bee992fe-3395-4ec5-bbaf-1952472c9cc7,2025-03-19,1900-01-01 13:31:00,NO,E,,LN,,,E,,,NR,,E,,,NY,,RS,,,,,RS,,MT,,,,811
28af1b4f-7644-4f6e-b29e-9cc233e9012a,2025-03-19,1900-01-01 13:33:00,NO,E,,LN,,,M,,,TK,,E,,,,,RS,,,NY,,RS,,MT,,,,813
8ec3dbfc-2714-4420-a433-fbfc4f4441de,2025-03-19,1900-01-01 13:35:00,NO,E,,,"LN, NY",,E,,,"LN, MT",,E,,,,,E,,,,,RS,,,"NY, MT",,red,815
9256c339-af2b-41f5-8936-ddbe1710ba77,2025-03-19,1900-01-01 13:37:00,Yes,E,,,"LN, NY",,E,,,"LN, MT",,E,,,,,E,,,,,RS,,,"NY, MT",,green,817
aa6831d2-3a2b-452f-853d-a72067a3e461,2025-03-19,1900-01-01 13:39:00,Yes,E,,,"LN, NY",,E,,,"LN, MT",,E,,,,,E,,,,,RS,,,"NY, MT",,green,819
23599e81-f000-4679-9eaa-6a06cae0e094,2025-03-19,1900-01-01 13:41:00,NO,E,,,TK,,RS,,,,,E,,,,,RS,,,MT,,RS,,,,,,821
a1e774c5-e8a3-4d76-8116-0ede3ea2388d,2025-03-19,1900-01-01 13:43:00,NO,E,,,TK,,RS,,,LN,,E,,,,,RS,,,MT,,RS,,,NY,,red,823
646bcb7d-fa54-4e3a-bede-77cbe15faeaa,2025-03-19,1900-01-01 13:45:00,Yes,E,,,TK,,RS,,,LN,,E,,,,,RS,,,MT,,RS,,,NY,,green,825
947ca720-f72f-4901-8ce9-0b17a8b613a3,2025-03-19,1900-01-01 13:47:00,Yes,E,,,TK,,RS,,,LN,,E,,,,,RS,,,MT,,RS,,,NY,,green,827
f25c4856-39f7-4e33-9a9c-95f62e107152,2025-03-19,1900-01-01 13:49:00,NO,RS,,,TK,,RS,,,,,E,,,,,RS,,,MT,,RS,,,,,red,829
422d42ae-f6d9-4abf-abd1-6b55e69509bd,2025-03-19,1900-01-01 13:51:00,Yes,RS,,,TK,,RS,,,,,E,,,,,RS,,,MT,,RS,,,,,green,831
964bce44-5978-4570-a6f0-9927fad9b7ab,2025-03-19,1900-01-01 13:53:00,NO,RS,,,"TK, NR",,RS,,,,,E,,TK,MT,,RS,,NR,MT,,RS,,,,,red,833
96f71763-039d-4f38-8537-c4b101acea97,2025-03-19,1900-01-01 13:55:00,Yes,RS,,,"TK, NR",,RS,,,,,E,,TK,MT,,RS,,NR,MT,,RS,,,,,green,835
5c7cbbc4-a395-4e20-bc18-38a23681750d,2025-03-19,1900-01-01 13:57:00,NO,RS,,,"LN, NR, TK",,RS,,,,,RS,,"LN, TK",MT,,RS,,"LN, NR",MT,,RS,,"TK, NR",MT,,red,837
79cf03d9-69fd-455e-b4b1-eada29c42459,2025-03-19,1900-01-01 14:00:00,Yes,RS,,,"LN, NR, TK",,RS,,,,,RS,,"LN, TK",MT,,RS,,"LN, NR",MT,,RS,,"TK, NR",MT,,green,840
ce2ccfdf-f9b6-485b-aff0-fe1a21be93f7,2025-03-19,1900-01-01 14:01:00,Yes,RS,,,"LN, NR, TK",,RS,,,,,RS,,"LN, TK",MT,,RS,,"LN, NR",MT,,RS,,"TK, NR",MT,,green,841
5c8eaa76-801d-47eb-9730-12fdd1430912,2025-03-19,1900-01-01 14:03:00,Yes,RS,,,"LN, NR, TK",,RS,,,,,RS,,"LN, TK",MT,,RS,,"LN, NR",MT,,RS,,"TK, NR",MT,,green,843
fbdc0634-4619-4768-9be5-ee9079556945,2025-03-19,1900-01-01 14:05:00,Yes,RS,,,"LN, NR, TK",,RS,,,,,RS,,"LN, TK",MT,,RS,,"LN, NR",MT,,RS,,"TK, NR",MT,,green,845
9a72ee2f-09a7-49dd-a1d3-463c0a3eda82,2025-03-19,1900-01-01 14:07:00,NO,M,,TK,"NR, LN",,RS,,,,,RS,,"TK, LN",,,RS,,"NR, LN",,,RS,,"TK, NR",,,,847
ed168593-1d5f-40c8-b0e9-f7adccef3963,2025-03-19,1900-01-01 14:09:00,NO,RS,,NY,,,RS,,MT,,,RS,,"LN, TK",,,RS,,"LN, NR",,,RS,,"NR, TK",,,red,849
82f55e34-026e-4a6e-b1f2-6bd5b901f3d9,2025-03-19,1900-01-01 14:11:00,Yes,RS,,NY,,,RS,,MT,,,RS,,"LN, TK",,,RS,,"LN, NR",,,RS,,"NR, TK",,,green,851
fdbb533f-ca82-490a-bcda-fe9b038451ff,2025-03-19,1900-01-01 14:13:00,NO,RS,,NY,,,RS,,MT,,,GM,TK,LN,,,GM,NR,LN,,,RS,,"TK, NR",,,red,853
8cb74f8d-7361-41dd-9113-87bf84bfa141,2025-03-19,1900-01-01 14:15:00,Yes,RS,,NY,,,RS,,MT,,,GM,TK,LN,,,GM,NR,LN,,,RS,,"TK, NR",,,green,855
2f12eb22-e741-4ff2-80f4-8a3f88281752,2025-03-19,1900-01-01 14:17:00,Yes,RS,,NY,,,RS,,MT,,,GM,TK,LN,,,GM,NR,LN,,,RS,,"TK, NR",,,green,857
91dd7cff-0626-4360-9caa-6246c3e26738,2025-03-19,1900-01-01 14:19:00,Yes,RS,,NY,,,RS,,MT,,,GM,TK,LN,,,GM,NR,LN,,,RS,,"TK, NR",,,green,859
63f40d74-e0b3-4b0d-9bf0-5dc55e36ecd6,2025-03-19,1900-01-01 14:21:00,NO,RS,,,,,M,,,,,GM,TK,LN,,,GM,NR,LN,,,RS,,"NR, TK",,,,861
c5e25d4c-9443-4ded-aa26-1f31fca750a5,2025-03-19,1900-01-01 14:23:00,NO,RS,,,,,RS,,,,,GM,TK,,LN,,GM,NR,,LN,,RS,,,"TK, NR",,,863
